Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kenneth Lofton Jr.,PF,21,MEM,9,0,9.3,1.1,2.9,.385,0.2,0.8,.286,0.9,2.1,.421,.423,0.6,1.3,.417,0.2,1.1,1.3,1.1,0.2,0.2,0.7,1.6,3.0
Kevon Looney,C,27,GSW,15,13,24.2,2.7,4.4,.606,0.0,0.0,,2.7,4.4,.606,.606,0.8,1.1,.750,3.5,5.9,9.4,2.9,0.7,0.4,0.9,2.7,6.1
Brook Lopez,C,35,MIL,14,14,28.2,4.0,8.9,.452,1.6,4.7,.333,2.4,4.1,.586,.540,1.1,1.4,.789,1.4,3.6,4.9,1.0,0.7,3.0,0.9,2.0,10.6
Robin Lopez,C,35,MIL,3,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.7,0.7,1.000,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.7,0.7
Kevin Love,PF,35,MIA,9,3,16.8,2.3,6.2,.375,1.6,4.9,.318,0.8,1.3,.583,.500,1.6,2.0,.778,0.7,5.6,6.2,1.9,0.1,0.0,0.6,1.8,7.8
Kyle Lowry,PG,37,MIA,13,13,29.0,2.3,5.8,.400,1.8,4.2,.426,0.5,1.6,.333,.553,0.6,0.6,1.000,0.8,3.2,4.1,4.8,1.4,0.2,1.5,2.6,7.0
Théo Maledon,PG,22,CHO,11,1,17.5,1.7,5.8,.297,0.5,2.6,.172,1.3,3.2,.400,.336,1.0,1.1,.917,0.4,1.7,2.1,2.1,0.6,0.0,1.4,1.5,4.9
Sandro Mamukelashvili,C,24,SAS,5,0,8.4,1.0,2.4,.417,0.2,1.0,.200,0.8,1.4,.571,.458,1.0,1.2,.833,1.0,1.4,2.4,1.0,0.2,0.2,0.6,1.2,3.2
Terance Mann,SG,27,LAC,6,2,24.8,1.3,4.5,.296,0.3,2.3,.143,1.0,2.2,.462,.333,0.2,0.3,.500,1.5,3.7,5.2,2.8,0.8,0.2,0.8,2.2,3.2
Tre Mann,PG,22,OKC,5,0,8.8,2.0,3.6,.556,0.6,1.6,.375,1.4,2.0,.700,.639,0.2,0.2,1.000,0.6,1.6,2.2,1.2,0.2,0.0,1.0,0.2,4.8
Boban Marjanović,C,35,HOU,3,0,6.7,1.7,3.0,.556,0.0,0.3,.000,1.7,2.7,.625,.556,0.0,0.3,.000,0.7,2.0,2.7,1.0,0.0,0.3,0.0,0.7,3.3
Lauri Markkanen,PF,26,UTA,13,13,35.1,8.4,17.2,.487,3.5,8.8,.400,4.8,8.4,.578,.589,4.5,5.3,.841,2.5,6.3,8.8,1.2,1.0,1.0,1.4,2.3,24.8
Naji Marshall,SF,26,NOP,5,0,20.6,3.6,6.6,.545,1.6,3.4,.471,2.0,3.2,.625,.667,2.0,2.2,.909,0.8,3.0,3.8,2.0,0.8,0.4,2.0,1.6,10.8
Caleb Martin,SF,28,MIA,4,0,17.0,1.5,6.5,.231,0.8,3.3,.231,0.8,3.3,.231,.288,0.0,0.0,,0.8,1.8,2.5,1.3,0.8,0.0,0.5,1.3,3.8
KJ Martin,SF,23,TOT,7,0,6.3,0.6,1.6,.364,0.1,0.7,.200,0.4,0.9,.500,.409,0.1,0.3,.500,0.3,0.4,0.7,0.3,0.3,0.1,0.4,0.9,1.4
KJ Martin,SF,23,LAC,2,0,15.5,2.0,5.0,.400,0.5,2.5,.200,1.5,2.5,.600,.450,0.5,1.0,.500,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0
KJ Martin,SF,23,PHI,5,0,2.6,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.2,0.2,0.4,0.2,0.0,0.0,0.2,0.6,0.0
Garrison Mathews,SG,27,ATL,3,0,3.0,0.3,1.0,.333,0.3,1.0,.333,0.0,0.0,,.500,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.3,1.0
Bennedict Mathurin,SF,21,IND,12,12,24.8,4.8,11.3,.419,1.3,3.8,.326,3.5,7.5,.467,.474,2.3,2.8,.794,1.4,2.8,4.3,2.3,0.8,0.2,1.3,1.7,13.0
Wesley Matthews,SG,37,ATL,3,0,9.3,1.0,1.7,.600,1.0,1.7,.600,0.0,0.0,,.900,1.0,2.0,.500,0.7,1.0,1.7,0.3,0.3,0.0,0.3,2.3,4.0
Tyrese Maxey,PG,23,PHI,13,13,38.1,9.3,19.6,.475,3.5,7.8,.446,5.8,11.8,.494,.563,4.7,4.9,.953,0.7,4.1,4.8,7.1,0.8,0.8,1.5,1.8,26.8
Skylar Mays,PG,26,POR,12,5,20.5,3.4,8.3,.410,0.8,3.2,.263,2.6,5.2,.500,.460,0.9,1.1,.846,0.3,1.5,1.8,5.0,0.9,0.2,1.2,1.4,8.6
Miles McBride,PG,23,NYK,11,0,4.8,0.7,1.5,.471,0.4,1.2,.308,0.4,0.4,1.000,.588,0.1,0.2,.500,0.1,0.2,0.3,0.2,0.4,0.0,0.0,0.6,1.9
CJ McCollum,PG,32,NOP,6,6,34.3,7.3,16.7,.440,3.2,8.3,.380,4.2,8.3,.500,.535,3.8,5.2,.742,0.8,4.0,4.8,5.7,1.5,0.8,1.3,2.3,21.7
T.J. McConnell,PG,31,IND,8,0,14.6,3.4,5.8,.587,0.0,0.5,.000,3.4,5.3,.643,.587,1.3,1.5,.833,0.6,2.1,2.8,3.5,0.8,0.1,0.9,1.3,8.0
Jaden McDaniels,SF,23,MIN,11,11,23.6,4.2,7.2,.582,1.0,2.6,.379,3.2,4.5,.700,.652,0.2,0.2,1.000,0.6,1.5,2.2,1.3,0.5,0.4,1.0,3.3,9.5
Jalen McDaniels,SF,26,TOR,11,0,9.3,0.8,3.3,.250,0.2,1.5,.118,0.6,1.7,.368,.278,0.0,0.0,,0.1,1.1,1.2,0.5,0.3,0.2,0.3,0.6,1.8
Doug McDermott,SF,32,SAS,14,0,17.0,2.4,4.9,.493,1.9,3.7,.500,0.6,1.2,.471,.681,0.3,0.4,.667,0.1,1.0,1.1,1.8,0.2,0.1,0.6,1.4,7.0
JaVale McGee,C,36,SAC,11,0,11.1,3.0,4.5,.660,0.0,0.1,.000,3.0,4.5,.673,.660,0.9,1.4,.667,1.5,2.5,4.0,0.5,0.4,0.5,1.2,1.3,6.9
Bryce McGowens,SG,21,CHO,8,0,15.6,1.0,3.1,.320,0.6,2.3,.278,0.4,0.9,.429,.420,0.8,1.0,.750,0.1,1.8,1.9,0.9,0.4,0.0,0.6,1.5,3.4
Jordan McLaughlin,PG,27,MIN,5,0,3.8,0.2,0.8,.250,0.2,0.4,.500,0.0,0.4,.000,.375,0.4,0.4,1.000,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.4,1.0
De'Anthony Melton,SG,25,PHI,13,13,29.3,3.9,9.5,.415,2.3,5.2,.441,1.6,4.2,.382,.537,1.7,2.2,.759,0.5,3.3,3.8,3.8,1.4,0.3,1.3,2.5,11.8
Sam Merrill,SG,27,CLE,7,0,7.1,0.7,2.4,.294,0.7,2.1,.333,0.0,0.3,.000,.441,0.0,0.0,,0.3,0.4,0.7,0.6,0.3,0.0,0.1,0.3,2.1
Chimezie Metu,C,26,PHO,5,0,2.6,0.6,1.6,.375,0.0,0.6,.000,0.6,1.0,.600,.375,0.4,0.4,1.000,0.0,0.8,0.8,0.2,0.0,0.2,0.4,0.4,1.6
Vasilije Micić,PG,30,OKC,7,0,12.4,1.1,2.9,.400,0.7,1.6,.455,0.4,1.3,.333,.525,0.6,0.9,.667,0.0,0.6,0.6,2.9,0.1,0.0,1.1,0.9,3.6
Khris Middleton,SF,32,MIL,11,11,19.7,4.5,9.3,.490,1.2,3.8,.310,3.4,5.5,.617,.554,1.7,2.1,.826,0.7,3.4,4.1,3.8,0.7,0.1,1.9,1.7,12.0
Brandon Miller,SF,21,CHO,12,7,30.0,5.3,11.5,.457,1.3,4.2,.320,3.9,7.3,.534,.514,1.8,2.3,.778,1.6,2.8,4.3,1.9,0.6,0.5,1.1,3.0,13.6
Jordan Miller,SF,24,LAC,2,0,3.5,1.0,1.5,.667,0.5,0.5,1.000,0.5,1.0,.500,.833,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5
Leonard Miller,SF,20,MIN,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Shake Milton,SG,27,MIN,13,0,15.5,1.8,4.7,.393,0.5,1.9,.240,1.4,2.8,.500,.443,1.3,1.6,.810,0.2,2.0,2.2,1.4,0.6,0.1,1.1,1.7,5.5
Justin Minaya,SF,24,POR,5,0,6.0,0.4,1.2,.333,0.4,0.8,.500,0.0,0.4,.000,.500,0.2,0.4,.500,0.8,0.2,1.0,0.0,0.0,0.2,0.2,0.2,1.4
Josh Minott,SF,21,MIN,7,0,2.7,0.7,1.4,.500,0.0,0.6,.000,0.7,0.9,.833,.500,0.3,0.6,.500,0.1,0.3,0.4,0.1,0.0,0.1,0.0,0.4,1.7
Davion Mitchell,PG,25,SAC,10,3,19.5,1.9,5.6,.339,1.0,3.3,.303,0.9,2.3,.391,.429,0.3,0.3,1.000,0.1,1.2,1.3,3.1,0.4,0.2,1.1,2.0,5.1
Donovan Mitchell,SG,27,CLE,10,10,36.2,10.5,21.6,.486,3.5,8.9,.393,7.0,12.7,.551,.567,4.7,5.3,.887,0.9,4.0,4.9,5.3,2.0,0.6,2.6,2.3,29.2
Evan Mobley,PF,22,CLE,13,13,32.8,7.0,12.5,.558,0.1,0.5,.143,6.9,12.0,.577,.561,2.5,3.5,.717,3.2,7.2,10.4,3.2,0.8,1.8,2.1,2.8,16.6
Isaiah Mobley,PF,24,CLE,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Malik Monk,SG,25,SAC,13,0,23.3,4.2,10.5,.397,2.5,6.0,.410,1.7,4.5,.379,.515,2.4,2.8,.838,0.7,2.1,2.8,5.4,0.5,0.6,2.1,1.8,13.2
Moses Moody,SG,21,GSW,15,1,17.6,2.7,5.9,.449,1.1,3.3,.340,1.5,2.6,.590,.545,0.9,1.2,.778,1.0,2.1,3.1,1.1,0.9,0.3,0.5,1.1,7.4
Marcus Morris,PF,34,PHI,6,0,7.8,0.5,1.7,.300,0.2,0.8,.200,0.3,0.8,.400,.350,0.2,0.2,1.000,0.0,1.2,1.2,0.2,0.0,0.2,0.2,0.7,1.3
Markieff Morris,PF,34,DAL,2,0,4.5,0.5,3.0,.167,0.0,2.0,.000,0.5,1.0,.500,.167,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,1.0
Dejounte Murray,SG,27,ATL,12,12,34.5,8.0,16.5,.485,2.3,5.8,.391,5.8,10.8,.535,.553,3.0,3.7,.818,0.5,3.8,4.3,5.4,1.4,0.3,2.6,1.4,21.3
Jamal Murray,PG,26,DEN,7,7,30.9,6.0,13.9,.433,2.0,4.6,.438,4.0,9.3,.431,.505,2.3,2.7,.842,0.4,2.1,2.6,7.4,0.3,0.7,2.3,1.9,16.3
Keegan Murray,SF,23,SAC,13,13,33.1,4.9,12.6,.390,2.1,7.2,.287,2.8,5.4,.529,.473,1.3,1.5,.850,1.8,4.3,6.2,2.0,1.4,0.6,1.2,2.4,13.2
Kris Murray,SF,23,POR,8,0,8.6,0.5,1.6,.308,0.3,1.0,.250,0.3,0.6,.400,.385,0.4,0.5,.750,0.3,0.5,0.8,0.4,0.5,0.1,0.1,1.0,1.6
Mike Muscala,C,32,WAS,6,1,10.7,1.0,2.7,.375,0.3,1.3,.250,0.7,1.3,.500,.438,0.7,0.7,1.000,0.3,1.8,2.2,0.7,0.2,0.2,1.0,1.2,3.0
Svi Mykhailiuk,SF,26,BOS,7,0,8.3,0.9,2.4,.353,0.6,2.0,.286,0.3,0.4,.667,.471,0.0,0.0,,0.1,0.6,0.7,0.1,0.4,0.0,0.6,0.6,2.3
Larry Nance Jr.,C,31,NOP,10,0,15.7,1.6,3.3,.485,0.3,0.9,.333,1.3,2.4,.542,.530,0.3,0.6,.500,1.3,3.1,4.4,0.8,0.5,0.1,0.9,1.4,3.8
Andrew Nembhard,PG,24,IND,11,1,18.4,3.3,6.8,.480,0.7,2.5,.286,2.5,4.3,.596,.533,0.3,0.4,.750,0.4,1.5,1.8,4.0,0.8,0.0,1.5,1.9,7.5
Aaron Nesmith,SF,24,IND,12,0,23.2,3.7,7.3,.500,1.9,4.2,.460,1.8,3.2,.553,.631,1.0,1.6,.632,0.8,2.5,3.3,1.1,0.8,0.6,0.5,2.9,10.3
Georges Niang,PF,30,CLE,13,1,22.7,2.5,6.7,.379,1.3,4.1,.321,1.2,2.6,.471,.477,0.6,0.6,1.000,0.3,3.5,3.8,1.1,0.2,0.2,0.6,2.2,7.0
Daishen Nix,PG,21,MIN,3,0,2.3,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7
Zeke Nnaji,PF,23,DEN,14,0,10.9,1.4,2.6,.528,0.2,0.5,.429,1.1,2.1,.552,.569,0.8,1.2,.647,0.9,1.4,2.4,0.4,0.2,0.4,0.6,1.4,3.7
Markquis Nowell,SG,24,TOR,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,2.0,2.0,1.000,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
Jusuf Nurkić,C,29,PHO,13,13,27.4,3.5,8.1,.429,0.6,2.4,.258,2.8,5.7,.500,.467,3.0,3.9,.765,2.8,6.2,8.9,4.3,1.2,0.9,2.1,3.5,10.5
Jordan Nwora,SF,25,IND,4,0,14.8,3.5,7.3,.483,1.0,3.3,.308,2.5,4.0,.625,.552,0.8,1.0,.750,0.8,2.0,2.8,1.3,0.8,0.3,1.5,1.3,8.8
Royce O'Neale,SF,30,BRK,13,4,30.2,2.6,7.4,.354,2.3,6.1,.380,0.3,1.3,.235,.510,0.2,0.3,.500,0.7,4.8,5.5,3.2,0.6,0.8,1.1,3.0,7.7
Chuma Okeke,SF,25,ORL,6,0,3.8,0.3,1.0,.333,0.2,0.7,.250,0.2,0.3,.500,.417,0.0,0.0,,0.5,0.7,1.2,0.2,0.0,0.0,0.2,0.0,0.8
Josh Okogie,SG,25,PHO,13,6,21.7,2.2,4.9,.438,0.6,2.2,.286,1.5,2.8,.556,.500,2.2,2.5,.848,1.7,1.3,3.0,1.0,0.8,0.4,0.8,1.2,7.1
Onyeka Okongwu,C,23,ATL,12,0,22.1,3.2,5.3,.594,0.3,0.8,.300,2.9,4.5,.648,.617,2.3,2.5,.933,2.7,4.0,6.7,1.4,0.6,0.9,1.1,3.2,8.9
Isaac Okoro,SF,23,CLE,6,5,28.8,3.5,7.2,.488,1.0,2.5,.400,2.5,4.7,.536,.558,1.5,2.2,.692,2.0,2.8,4.8,2.2,1.2,0.5,1.0,3.8,9.5
Kelly Olynyk,C,32,UTA,13,0,20.6,2.7,4.7,.574,0.8,1.8,.417,1.9,2.8,.676,.656,1.4,1.5,.900,2.2,3.5,5.8,3.8,0.9,0.2,2.0,3.1,7.5
Eugene Omoruyi,SF,26,WAS,8,0,6.5,1.9,2.8,.682,0.4,0.9,.429,1.5,1.9,.800,.750,0.9,1.3,.700,0.5,1.4,1.9,0.8,0.4,0.1,0.8,0.8,5.0
Cedi Osman,SF,28,SAS,14,0,19.6,3.2,6.3,.511,1.6,3.6,.451,1.6,2.6,.595,.642,0.4,0.6,.750,0.5,1.6,2.1,1.3,0.4,0.2,0.5,1.4,8.5
Kelly Oubre Jr.,SF,28,PHI,8,5,29.0,5.9,11.8,.500,1.8,4.6,.378,4.1,7.1,.579,.574,2.8,3.5,.786,1.4,3.8,5.1,0.6,1.4,0.4,0.9,2.4,16.3
Chris Paul,PG,38,GSW,15,6,28.8,3.5,8.9,.398,1.3,3.9,.328,2.3,5.0,.453,.470,1.5,1.6,.917,0.3,3.5,3.9,7.7,1.7,0.1,1.2,1.7,9.8
Cameron Payne,PG,29,MIL,14,2,17.9,2.4,4.8,.507,1.4,2.7,.526,1.0,2.1,.483,.657,0.4,0.4,1.000,0.1,1.2,1.3,2.4,0.5,0.1,0.8,2.2,6.7
Gary Payton II,SG,31,GSW,12,0,17.3,2.4,5.3,.453,0.8,2.2,.346,1.7,3.2,.526,.523,0.4,0.7,.625,1.2,1.8,3.0,1.0,1.2,0.2,0.5,1.6,6.0
Filip Petrušev,C,23,TOT,3,0,3.3,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0
Filip Petrušev,C,23,PHI,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Filip Petrušev,C,23,SAC,2,0,3.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,1.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5
Julian Phillips,SF,20,CHI,6,0,2.8,0.2,0.8,.200,0.0,0.3,.000,0.2,0.5,.333,.200,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.3
Jalen Pickett,SG,24,DEN,8,0,7.8,1.1,1.9,.600,0.6,1.3,.500,0.5,0.6,.800,.767,0.3,0.3,1.000,0.1,1.0,1.1,0.9,0.4,0.0,0.5,0.8,3.1
Mason Plumlee,C,33,LAC,6,0,17.0,2.0,3.2,.632,0.0,0.0,,2.0,3.2,.632,.632,1.0,2.3,.429,1.3,4.2,5.5,1.0,0.7,0.2,0.8,1.0,5.0
Brandin Podziemski,SG,20,GSW,10,0,15.9,2.4,5.0,.480,1.0,2.2,.455,1.4,2.8,.500,.580,0.9,1.1,.818,0.8,3.1,3.9,2.2,0.3,0.0,1.2,1.8,6.7
Jakob Poeltl,C,28,TOR,13,13,25.6,5.0,7.2,.699,0.0,0.0,,5.0,7.2,.699,.699,1.0,2.0,.500,2.8,5.5,8.3,2.2,0.9,1.0,1.6,2.7,11.0
Aleksej Pokusevski,PF,22,OKC,5,0,6.2,0.4,1.6,.250,0.2,1.2,.167,0.2,0.4,.500,.313,0.2,0.4,.500,0.4,1.0,1.4,1.0,0.0,0.2,0.6,0.8,1.2
Jordan Poole,SG,24,WAS,13,13,29.2,6.2,15.5,.396,1.9,6.8,.284,4.2,8.8,.482,.458,2.4,2.8,.838,0.5,1.9,2.4,3.5,1.1,0.5,2.9,3.2,16.6
Craig Porter Jr.,PG,23,CLE,8,0,11.4,2.5,4.5,.556,0.0,0.1,.000,2.5,4.4,.571,.556,1.5,2.1,.706,0.4,1.8,2.1,1.9,0.8,0.3,0.8,1.4,6.5
Michael Porter Jr.,SF,25,DEN,14,14,30.6,6.4,13.9,.464,2.9,7.6,.377,3.6,6.3,.568,.567,0.9,1.2,.706,1.9,6.3,8.2,1.4,0.4,0.8,1.2,2.4,16.6
Otto Porter Jr.,SF,30,TOR,6,1,14.8,1.2,3.2,.368,0.8,2.2,.385,0.3,1.0,.333,.500,0.2,0.2,1.000,0.5,2.0,2.5,0.2,0.5,0.5,0.0,1.2,3.3
Bobby Portis,PF,28,MIL,14,0,23.3,5.2,10.3,.507,0.9,2.6,.324,4.4,7.6,.570,.549,1.8,2.4,.758,1.0,5.5,6.5,1.4,0.9,0.4,1.1,2.1,13.1
Kristaps Porziņģis,C,28,BOS,13,13,31.2,6.5,11.9,.548,1.6,4.8,.333,4.9,7.1,.696,.616,4.8,5.9,.818,1.5,5.4,6.9,1.9,0.6,1.9,1.2,3.3,19.5
Dwight Powell,C,32,DAL,13,1,16.5,1.6,2.2,.724,0.1,0.1,1.000,1.5,2.2,.714,.741,2.0,2.6,.765,1.6,2.2,3.8,1.4,0.4,0.6,0.4,1.8,5.3
Norman Powell,SG,30,LAC,12,0,25.3,4.4,9.0,.491,2.0,4.6,.436,2.4,4.4,.547,.602,2.3,2.9,.771,0.2,2.1,2.3,1.4,0.7,0.6,1.1,2.4,13.1
Taurean Prince,PF,29,LAL,12,12,29.8,3.3,8.1,.402,1.3,4.4,.283,2.0,3.7,.545,.479,0.8,1.1,.769,0.4,1.6,2.0,1.2,0.7,0.4,0.5,2.7,8.6
Payton Pritchard,PG,26,BOS,14,0,21.0,2.2,5.9,.373,1.1,3.5,.306,1.1,2.4,.471,.464,0.6,0.8,.727,1.3,2.1,3.4,3.3,0.4,0.0,0.6,1.4,6.1
Olivier-Maxence Prosper,PF,21,DAL,6,0,5.7,0.7,1.8,.364,0.2,1.0,.167,0.5,0.8,.600,.409,0.7,1.3,.500,0.3,1.2,1.5,0.2,0.0,0.0,0.0,0.5,2.2
Neemias Queta,C,24,BOS,1,0,5.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
Immanuel Quickley,SG,24,NYK,14,0,24.7,5.3,11.9,.446,1.9,5.4,.347,3.4,6.5,.527,.524,3.0,3.4,.894,0.3,3.1,3.4,3.4,0.5,0.0,1.2,2.0,15.4
Lester Quinones,SG,23,GSW,2,0,4.5,1.0,3.0,.333,0.5,2.0,.250,0.5,1.0,.500,.417,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
Julius Randle,PF,29,NYK,14,14,34.6,6.6,17.6,.378,1.7,6.2,.276,4.9,11.4,.434,.427,4.5,6.7,.670,2.1,7.9,10.0,5.3,0.9,0.1,3.1,2.8,19.5
Duop Reath,C,27,POR,5,0,13.2,2.2,7.0,.314,1.0,4.4,.227,1.2,2.6,.462,.386,0.8,0.8,1.000,0.8,1.2,2.0,1.2,0.0,0.2,0.8,1.8,6.2
Austin Reaves,SG,25,LAL,14,8,30.4,4.6,10.1,.451,1.4,4.0,.357,3.1,6.1,.512,.521,2.8,3.4,.813,1.1,4.0,5.1,4.9,1.0,0.1,2.6,1.2,13.4
Cam Reddish,SF,24,LAL,14,8,25.3,2.7,6.4,.422,1.1,3.1,.341,1.6,3.3,.500,.506,1.4,1.8,.800,0.5,2.2,2.7,1.1,1.8,0.3,0.6,1.6,7.9
Paul Reed,C,24,PHI,13,0,13.0,1.9,3.5,.543,0.1,0.4,.200,1.8,3.2,.585,.554,0.2,0.3,.500,1.6,2.8,4.4,1.0,0.3,0.5,0.7,2.0,4.1
Naz Reid,C,24,MIN,13,0,21.0,4.4,8.6,.509,1.8,4.4,.404,2.6,4.2,.618,.612,1.8,1.9,.960,0.8,3.0,3.8,0.7,0.6,0.4,1.1,1.5,12.4
Jared Rhoden,SG,24,DET,5,0,6.0,1.0,1.8,.556,0.2,0.8,.250,0.8,1.0,.800,.611,0.4,0.4,1.000,0.2,0.6,0.8,0.6,0.0,0.0,0.4,0.8,2.6
Nick Richards,C,26,CHO,11,0,17.5,3.0,3.8,.786,0.0,0.0,,3.0,3.8,.786,.786,2.5,3.1,.794,1.5,4.4,5.9,0.4,0.4,1.2,1.2,2.9,8.5
Josh Richardson,SG,30,MIA,11,1,25.5,2.9,7.5,.390,1.1,4.1,.267,1.8,3.4,.541,.463,0.7,0.8,.889,0.3,2.3,2.5,2.5,0.5,0.3,1.1,1.8,7.6
Duncan Robinson,SF,29,MIA,14,6,29.7,5.3,11.0,.481,3.2,7.4,.433,2.1,3.6,.580,.627,1.3,1.4,.900,0.3,2.4,2.7,2.7,0.4,0.1,0.9,2.2,15.1
Jerome Robinson,SG,26,GSW,1,0,5.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchell Robinson,C,25,NYK,14,14,29.8,2.9,5.1,.577,0.0,0.0,,2.9,5.1,.577,.577,0.7,1.9,.385,6.1,5.5,11.6,0.5,1.4,1.2,0.7,1.9,6.6
Orlando Robinson,C,23,MIA,3,0,10.7,1.3,3.0,.444,0.3,0.3,1.000,1.0,2.7,.375,.500,0.7,0.7,1.000,0.7,2.0,2.7,2.3,0.3,0.3,1.0,1.7,3.7
Jeremiah Robinson-Earl,PF,23,NOP,7,1,14.0,1.9,3.6,.520,0.9,1.6,.545,1.0,2.0,.500,.640,0.9,0.9,1.000,1.1,2.0,3.1,0.7,0.3,0.0,0.9,1.3,5.4
David Roddy,PF,22,MEM,13,1,22.7,3.2,7.4,.427,0.6,2.8,.216,2.5,4.5,.559,.469,0.5,0.8,.636,1.1,2.5,3.6,1.0,0.6,0.5,0.8,1.8,7.5
Ryan Rollins,PG,21,WAS,8,0,6.1,1.1,2.3,.500,0.1,0.3,.500,1.0,2.0,.500,.528,1.6,2.0,.813,0.3,1.0,1.3,1.3,1.0,0.3,0.9,0.8,4.0
Derrick Rose,PG,35,MEM,5,0,17.0,3.0,8.2,.366,1.2,2.2,.545,1.8,6.0,.300,.439,1.0,1.4,.714,0.8,1.0,1.8,2.4,0.4,0.2,1.2,0.8,8.2
Terry Rozier,SG,29,CHO,5,5,35.8,8.4,18.0,.467,1.6,6.2,.258,6.8,11.8,.576,.511,3.6,4.4,.818,0.8,3.2,4.0,5.0,0.6,0.4,2.2,0.8,22.0
Rayan Rupert,SG,19,POR,5,0,4.8,0.2,1.8,.111,0.2,1.0,.200,0.0,0.8,.000,.167,0.4,0.8,.500,0.2,0.0,0.2,0.2,0.2,0.0,0.4,0.2,1.0
D'Angelo Russell,PG,27,LAL,14,14,32.1,6.5,13.9,.467,2.2,5.9,.378,4.3,8.1,.531,.546,2.1,2.7,.789,0.5,3.0,3.5,6.2,0.6,0.6,2.0,2.2,17.4
Matt Ryan,SF,26,NOP,13,1,22.9,2.9,6.4,.458,2.5,5.2,.471,0.5,1.2,.400,.651,1.0,1.1,.929,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3
Domantas Sabonis,C,27,SAC,13,13,34.8,7.8,12.4,.627,0.5,1.2,.375,7.3,11.2,.655,.646,4.0,6.3,.634,3.7,9.0,12.7,7.2,0.8,0.8,3.5,3.5,20.0
Luka Šamanić,PF,24,UTA,5,0,3.4,1.0,2.0,.500,0.4,1.0,.400,0.6,1.0,.600,.600,0.2,0.2,1.000,0.0,0.8,0.8,0.2,0.2,0.0,0.0,0.2,2.6
Jermaine Samuels,SF,25,HOU,3,0,6.7,0.7,1.0,.667,0.0,0.3,.000,0.7,0.7,1.000,.667,0.7,0.7,1.000,0.3,0.7,1.0,0.0,0.0,0.3,0.0,1.0,2.0
Gui Santos,PF,21,GSW,1,0,4.0,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0
Dario Šarić,C,29,GSW,15,3,21.4,3.4,8.1,.418,1.5,4.3,.338,1.9,3.8,.509,.508,1.5,1.7,.880,1.7,4.7,6.3,2.0,0.5,0.4,0.9,2.2,9.7
Olivier Sarr,C,24,OKC,5,0,10.8,0.6,1.2,.500,0.4,0.6,.667,0.2,0.6,.333,.667,0.8,1.2,.667,0.8,3.2,4.0,0.2,0.0,1.0,0.4,2.0,2.4
Marcus Sasser,PG,23,DET,15,0,18.7,3.4,7.1,.481,1.3,3.5,.385,2.1,3.6,.574,.575,0.5,0.5,1.000,0.1,2.1,2.2,2.7,0.7,0.1,0.8,1.5,8.6
