Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kevin Love,PF,35,MIA,8,3,17.0,2.1,6.3,.340,1.4,4.9,.282,0.8,1.4,.545,.450,1.8,2.3,.778,0.8,5.3,6.0,2.0,0.1,0.0,0.5,1.8,7.4
Kyle Lowry,PG,37,MIA,12,12,29.3,2.3,5.8,.391,1.8,4.2,.420,0.5,1.6,.316,.543,0.7,0.7,1.000,0.8,3.2,4.0,4.7,1.5,0.3,1.6,2.8,6.9
Théo Maledon,PG,22,CHO,11,1,17.5,1.7,5.8,.297,0.5,2.6,.172,1.3,3.2,.400,.336,1.0,1.1,.917,0.4,1.7,2.1,2.1,0.6,0.0,1.4,1.5,4.9
Sandro Mamukelashvili,C,24,SAS,5,0,8.4,1.0,2.4,.417,0.2,1.0,.200,0.8,1.4,.571,.458,1.0,1.2,.833,1.0,1.4,2.4,1.0,0.2,0.2,0.6,1.2,3.2
Terance Mann,SG,27,LAC,5,1,25.0,1.6,4.2,.381,0.4,2.0,.200,1.2,2.2,.545,.429,0.2,0.4,.500,1.8,3.2,5.0,3.0,0.2,0.2,0.8,2.6,3.8
Tre Mann,PG,22,OKC,4,0,5.0,1.8,2.8,.636,0.5,1.3,.400,1.3,1.5,.833,.727,0.3,0.3,1.000,0.3,1.3,1.5,1.0,0.3,0.0,0.5,0.0,4.3
Boban Marjanović,C,35,HOU,3,0,6.7,1.7,3.0,.556,0.0,0.3,.000,1.7,2.7,.625,.556,0.0,0.3,.000,0.7,2.0,2.7,1.0,0.0,0.3,0.0,0.7,3.3
Lauri Markkanen,PF,26,UTA,12,12,33.8,7.8,16.4,.477,3.7,8.8,.419,4.2,7.7,.543,.589,4.3,5.0,.867,2.1,6.0,8.1,1.3,0.9,0.9,1.4,2.3,23.7
Naji Marshall,SF,26,NOP,4,0,19.3,3.3,5.5,.591,1.8,3.0,.583,1.5,2.5,.600,.750,2.5,2.8,.909,0.8,2.3,3.0,1.5,0.8,0.5,1.8,1.5,10.8
Caleb Martin,SF,28,MIA,3,0,15.7,1.7,6.7,.250,1.0,3.3,.300,0.7,3.3,.200,.325,0.0,0.0,,1.0,1.0,2.0,1.0,0.7,0.0,0.7,1.3,4.3
KJ Martin,SF,23,TOT,6,0,6.5,0.7,1.8,.364,0.2,0.8,.200,0.5,1.0,.500,.409,0.2,0.3,.500,0.2,0.5,0.7,0.3,0.3,0.2,0.5,0.8,1.7
KJ Martin,SF,23,LAC,2,0,15.5,2.0,5.0,.400,0.5,2.5,.200,1.5,2.5,.600,.450,0.5,1.0,.500,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0
KJ Martin,SF,23,PHI,4,0,2.0,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.5,0.0
Garrison Mathews,SG,27,ATL,3,0,3.0,0.3,1.0,.333,0.3,1.0,.333,0.0,0.0,,.500,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.3,1.0
Bennedict Mathurin,SF,21,IND,11,11,24.7,4.8,11.3,.427,1.3,3.9,.326,3.5,7.4,.481,.484,2.0,2.6,.759,1.5,2.5,4.1,2.3,0.7,0.2,1.5,1.3,12.9
Wesley Matthews,SG,37,ATL,3,0,9.3,1.0,1.7,.600,1.0,1.7,.600,0.0,0.0,,.900,1.0,2.0,.500,0.7,1.0,1.7,0.3,0.3,0.0,0.3,2.3,4.0
Tyrese Maxey,PG,23,PHI,12,12,38.3,9.4,19.6,.481,3.3,7.5,.433,6.2,12.1,.510,.564,4.8,5.1,.951,0.7,4.3,5.0,6.8,0.9,0.8,1.5,1.9,26.9
Skylar Mays,PG,26,POR,11,4,20.0,3.4,8.3,.407,0.7,2.9,.250,2.6,5.4,.492,.451,0.9,1.0,.909,0.4,1.5,1.8,4.8,0.8,0.2,1.0,1.5,8.4
Miles McBride,PG,23,NYK,10,0,5.0,0.8,1.7,.471,0.4,1.3,.308,0.4,0.4,1.000,.588,0.1,0.2,.500,0.1,0.2,0.3,0.2,0.4,0.0,0.0,0.7,2.1
CJ McCollum,PG,32,NOP,6,6,34.3,7.3,16.7,.440,3.2,8.3,.380,4.2,8.3,.500,.535,3.8,5.2,.742,0.8,4.0,4.8,5.7,1.5,0.8,1.3,2.3,21.7
T.J. McConnell,PG,31,IND,7,0,13.7,3.1,5.3,.595,0.0,0.4,.000,3.1,4.9,.647,.595,1.3,1.3,1.000,0.6,2.0,2.6,3.3,0.9,0.1,0.7,1.3,7.6
Jaden McDaniels,SF,23,MIN,10,10,25.6,4.4,7.7,.571,1.1,2.9,.379,3.3,4.8,.688,.643,0.2,0.2,1.000,0.7,1.6,2.3,1.4,0.6,0.4,1.0,3.6,10.1
Jalen McDaniels,SF,26,TOR,10,0,9.4,0.7,3.2,.219,0.2,1.6,.125,0.5,1.6,.313,.250,0.0,0.0,,0.1,1.1,1.2,0.5,0.3,0.2,0.2,0.6,1.6
Doug McDermott,SF,32,SAS,13,0,17.2,2.5,5.1,.500,1.9,3.8,.510,0.6,1.3,.471,.689,0.3,0.5,.667,0.2,0.9,1.1,1.8,0.2,0.1,0.7,1.5,7.3
JaVale McGee,C,36,SAC,9,0,11.1,3.0,4.4,.675,0.0,0.1,.000,3.0,4.3,.692,.675,0.7,1.0,.667,1.3,2.0,3.3,0.4,0.3,0.3,1.0,1.1,6.7
Bryce McGowens,SG,21,CHO,7,0,15.9,1.0,2.7,.368,0.6,1.7,.333,0.4,1.0,.429,.474,0.9,1.1,.750,0.1,1.7,1.9,0.7,0.4,0.0,0.6,1.6,3.4
Jordan McLaughlin,PG,27,MIN,5,0,3.8,0.2,0.8,.250,0.2,0.4,.500,0.0,0.4,.000,.375,0.4,0.4,1.000,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.4,1.0
De'Anthony Melton,SG,25,PHI,12,12,29.4,3.6,9.4,.381,2.2,5.2,.419,1.4,4.3,.333,.496,1.8,2.3,.750,0.6,3.2,3.8,4.0,1.3,0.3,1.3,2.5,11.1
Sam Merrill,SG,27,CLE,6,0,4.3,0.3,1.2,.286,0.3,1.0,.333,0.0,0.2,.000,.429,0.0,0.0,,0.2,0.3,0.5,0.5,0.3,0.0,0.2,0.0,1.0
Chimezie Metu,C,26,PHO,5,0,2.6,0.6,1.6,.375,0.0,0.6,.000,0.6,1.0,.600,.375,0.4,0.4,1.000,0.0,0.8,0.8,0.2,0.0,0.2,0.4,0.4,1.6
Vasilije Micić,PG,30,OKC,6,0,13.5,1.3,3.2,.421,0.8,1.8,.455,0.5,1.3,.375,.553,0.7,1.0,.667,0.0,0.7,0.7,3.2,0.2,0.0,1.0,1.0,4.2
Khris Middleton,SF,32,MIL,10,10,19.3,4.4,9.0,.489,1.3,4.0,.325,3.1,5.0,.620,.561,1.3,1.6,.813,0.7,3.2,3.9,3.5,0.8,0.1,1.7,1.6,11.4
Brandon Miller,SF,21,CHO,11,6,29.2,5.4,11.5,.468,1.4,4.2,.326,4.0,7.3,.550,.528,1.9,2.5,.778,1.4,2.7,4.1,1.7,0.5,0.5,1.0,3.1,14.0
Jordan Miller,SF,24,LAC,2,0,3.5,1.0,1.5,.667,0.5,0.5,1.000,0.5,1.0,.500,.833,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.5
Leonard Miller,SF,20,MIN,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Shake Milton,SG,27,MIN,12,0,15.7,1.8,4.7,.393,0.5,1.9,.261,1.3,2.8,.485,.446,1.3,1.6,.789,0.3,1.8,2.0,1.2,0.7,0.1,1.1,1.8,5.4
Justin Minaya,SF,24,POR,4,0,4.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,0.3,0.8,0.0,0.0,0.0,0.3,0.3,0.0
Josh Minott,SF,21,MIN,6,0,3.0,0.7,1.5,.444,0.0,0.7,.000,0.7,0.8,.800,.444,0.3,0.7,.500,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.3,1.7
Davion Mitchell,PG,25,SAC,8,3,21.0,2.4,6.4,.373,1.3,3.8,.333,1.1,2.6,.429,.471,0.1,0.1,1.000,0.1,1.5,1.6,2.8,0.5,0.3,1.0,2.4,6.1
Donovan Mitchell,SG,27,CLE,10,10,36.2,10.5,21.6,.486,3.5,8.9,.393,7.0,12.7,.551,.567,4.7,5.3,.887,0.9,4.0,4.9,5.3,2.0,0.6,2.6,2.3,29.2
Evan Mobley,PF,22,CLE,12,12,32.9,6.9,12.7,.546,0.1,0.6,.143,6.8,12.1,.566,.549,2.8,3.8,.717,3.2,7.3,10.4,3.1,0.8,1.8,2.1,2.8,16.7
Isaiah Mobley,PF,24,CLE,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Malik Monk,SG,25,SAC,11,0,23.7,4.3,10.5,.405,2.4,6.0,.394,1.9,4.5,.420,.517,2.8,3.4,.838,0.8,2.3,3.1,5.6,0.5,0.6,2.2,1.7,13.7
Moses Moody,SG,21,GSW,14,1,17.4,2.6,5.9,.451,1.1,3.4,.340,1.5,2.5,.600,.549,1.0,1.3,.778,0.9,2.1,3.0,1.1,1.0,0.3,0.6,1.0,7.4
Marcus Morris,PF,34,PHI,5,0,8.2,0.4,1.8,.222,0.0,0.8,.000,0.4,1.0,.400,.222,0.2,0.2,1.000,0.0,1.2,1.2,0.2,0.0,0.2,0.2,0.8,1.0
Markieff Morris,PF,34,DAL,1,0,4.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dejounte Murray,SG,27,ATL,12,12,34.5,8.0,16.5,.485,2.3,5.8,.391,5.8,10.8,.535,.553,3.0,3.7,.818,0.5,3.8,4.3,5.4,1.4,0.3,2.6,1.4,21.3
Jamal Murray,PG,26,DEN,7,7,30.9,6.0,13.9,.433,2.0,4.6,.438,4.0,9.3,.431,.505,2.3,2.7,.842,0.4,2.1,2.6,7.4,0.3,0.7,2.3,1.9,16.3
Keegan Murray,SF,23,SAC,11,11,34.6,5.1,13.4,.381,2.2,7.7,.282,2.9,5.6,.516,.463,1.3,1.5,.824,1.7,5.0,6.7,2.0,1.5,0.6,1.3,2.2,13.6
Kris Murray,SF,23,POR,7,0,7.0,0.3,1.3,.222,0.1,0.9,.167,0.1,0.4,.333,.278,0.0,0.0,,0.1,0.4,0.6,0.4,0.4,0.1,0.0,0.7,0.7
Mike Muscala,C,32,WAS,6,1,10.7,1.0,2.7,.375,0.3,1.3,.250,0.7,1.3,.500,.438,0.7,0.7,1.000,0.3,1.8,2.2,0.7,0.2,0.2,1.0,1.2,3.0
Svi Mykhailiuk,SF,26,BOS,6,0,8.0,0.8,2.5,.333,0.5,2.0,.250,0.3,0.5,.667,.433,0.0,0.0,,0.2,0.7,0.8,0.2,0.3,0.0,0.7,0.7,2.2
Larry Nance Jr.,C,31,NOP,10,0,15.7,1.6,3.3,.485,0.3,0.9,.333,1.3,2.4,.542,.530,0.3,0.6,.500,1.3,3.1,4.4,0.8,0.5,0.1,0.9,1.4,3.8
Andrew Nembhard,PG,24,IND,11,1,18.4,3.3,6.8,.480,0.7,2.5,.286,2.5,4.3,.596,.533,0.3,0.4,.750,0.4,1.5,1.8,4.0,0.8,0.0,1.5,1.9,7.5
Aaron Nesmith,SF,24,IND,11,0,23.9,4.0,7.8,.512,2.1,4.5,.460,1.9,3.3,.583,.645,1.1,1.7,.632,0.9,2.6,3.5,1.2,0.8,0.6,0.5,3.0,11.2
Georges Niang,PF,30,CLE,12,1,22.7,2.4,6.5,.372,1.3,4.2,.300,1.2,2.3,.500,.468,0.5,0.5,1.000,0.3,3.6,3.9,1.0,0.2,0.2,0.6,2.3,6.6
Daishen Nix,PG,21,MIN,3,0,2.3,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.7
Zeke Nnaji,PF,23,DEN,12,0,10.3,1.2,2.4,.483,0.1,0.4,.200,1.1,2.0,.542,.500,0.6,1.0,.583,0.8,1.6,2.3,0.4,0.2,0.4,0.5,1.2,3.0
Markquis Nowell,SG,24,TOR,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,2.0,2.0,1.000,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0
Jusuf Nurkić,C,29,PHO,12,12,26.8,3.2,7.8,.404,0.7,2.6,.258,2.5,5.3,.476,.447,2.9,3.9,.745,2.7,6.0,8.7,4.5,1.3,0.8,2.1,3.4,9.9
Jordan Nwora,SF,25,IND,3,0,12.0,2.0,6.0,.333,0.7,2.7,.250,1.3,3.3,.400,.389,0.7,1.0,.667,0.3,1.7,2.0,1.3,0.0,0.3,1.7,0.7,5.3
Royce O'Neale,SF,30,BRK,12,4,30.5,2.8,7.8,.362,2.5,6.6,.380,0.3,1.3,.267,.521,0.2,0.3,.500,0.7,4.9,5.6,3.3,0.6,0.8,1.1,3.2,8.3
Chuma Okeke,SF,25,ORL,5,0,3.2,0.2,0.8,.250,0.0,0.6,.000,0.2,0.2,1.000,.250,0.0,0.0,,0.6,0.6,1.2,0.2,0.0,0.0,0.2,0.0,0.4
Josh Okogie,SG,25,PHO,12,6,22.3,2.3,5.2,.435,0.6,2.2,.269,1.7,3.0,.556,.492,2.3,2.8,.848,1.7,1.3,3.0,1.1,0.7,0.4,0.8,1.3,7.4
Onyeka Okongwu,C,23,ATL,12,0,22.1,3.2,5.3,.594,0.3,0.8,.300,2.9,4.5,.648,.617,2.3,2.5,.933,2.7,4.0,6.7,1.4,0.6,0.9,1.1,3.2,8.9
Isaac Okoro,SF,23,CLE,6,5,28.8,3.5,7.2,.488,1.0,2.5,.400,2.5,4.7,.536,.558,1.5,2.2,.692,2.0,2.8,4.8,2.2,1.2,0.5,1.0,3.8,9.5
Kelly Olynyk,C,32,UTA,12,0,20.7,2.8,4.8,.596,0.8,1.8,.455,2.0,2.9,.686,.684,1.2,1.3,.875,2.2,3.7,5.8,3.7,1.0,0.2,1.8,2.8,7.7
Eugene Omoruyi,SF,26,WAS,7,0,7.1,2.1,3.0,.714,0.4,0.9,.500,1.7,2.1,.800,.786,0.7,1.1,.625,0.6,1.6,2.1,0.9,0.4,0.1,0.9,0.9,5.4
Cedi Osman,SF,28,SAS,13,0,19.3,2.9,6.0,.487,1.6,3.6,.447,1.3,2.4,.548,.622,0.4,0.5,.714,0.4,1.5,1.9,1.3,0.5,0.2,0.5,1.2,7.8
Kelly Oubre Jr.,SF,28,PHI,8,5,29.0,5.9,11.8,.500,1.8,4.6,.378,4.1,7.1,.579,.574,2.8,3.5,.786,1.4,3.8,5.1,0.6,1.4,0.4,0.9,2.4,16.3
Chris Paul,PG,38,GSW,14,5,28.4,3.5,9.0,.389,1.1,3.8,.302,2.4,5.2,.452,.452,1.3,1.4,.900,0.3,3.4,3.7,7.4,1.6,0.1,1.2,1.5,9.4
Cameron Payne,PG,29,MIL,13,2,18.0,2.5,4.8,.516,1.4,2.6,.529,1.1,2.2,.500,.661,0.5,0.5,1.000,0.1,1.2,1.2,2.4,0.5,0.2,0.8,2.3,6.8
Gary Payton II,SG,31,GSW,12,0,17.3,2.4,5.3,.453,0.8,2.2,.346,1.7,3.2,.526,.523,0.4,0.7,.625,1.2,1.8,3.0,1.0,1.2,0.2,0.5,1.6,6.0
Filip Petrušev,C,23,TOT,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Filip Petrušev,C,23,PHI,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Filip Petrušev,C,23,SAC,1,0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Phillips,SF,20,CHI,5,0,2.8,0.0,0.6,.000,0.0,0.4,.000,0.0,0.2,.000,.000,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0
Jalen Pickett,SG,24,DEN,6,0,6.0,1.0,1.7,.600,0.5,1.2,.429,0.5,0.5,1.000,.750,0.0,0.0,,0.0,0.8,0.8,0.5,0.2,0.0,0.5,0.8,2.5
Mason Plumlee,C,33,LAC,6,0,17.0,2.0,3.2,.632,0.0,0.0,,2.0,3.2,.632,.632,1.0,2.3,.429,1.3,4.2,5.5,1.0,0.7,0.2,0.8,1.0,5.0
Brandin Podziemski,SG,20,GSW,9,0,15.7,2.6,5.3,.479,1.0,2.2,.450,1.6,3.1,.500,.573,1.0,1.2,.818,0.9,2.9,3.8,2.1,0.3,0.0,1.3,1.8,7.1
Jakob Poeltl,C,28,TOR,12,12,25.7,4.9,7.3,.678,0.0,0.0,,4.9,7.3,.678,.678,0.8,1.8,.429,2.9,5.3,8.2,2.0,0.9,0.8,1.7,2.7,10.6
Aleksej Pokusevski,PF,22,OKC,4,0,5.8,0.0,1.3,.000,0.0,1.3,.000,0.0,0.0,,.000,0.3,0.5,.500,0.0,1.0,1.0,0.3,0.0,0.3,0.8,0.8,0.3
Jordan Poole,SG,24,WAS,12,12,28.9,5.8,14.7,.392,1.8,6.6,.278,3.9,8.1,.485,.455,2.2,2.7,.813,0.5,2.0,2.5,3.7,1.2,0.5,3.2,3.1,15.5
Craig Porter Jr.,PG,23,CLE,7,0,9.6,1.9,3.7,.500,0.0,0.1,.000,1.9,3.6,.520,.500,0.7,1.4,.500,0.1,1.7,1.9,1.6,0.6,0.1,0.7,1.1,4.4
Michael Porter Jr.,SF,25,DEN,12,12,30.3,6.5,13.7,.476,2.6,7.3,.352,3.9,6.3,.618,.570,0.8,1.2,.714,2.0,6.2,8.2,1.5,0.4,0.8,0.9,2.4,16.4
Otto Porter Jr.,SF,30,TOR,6,1,14.8,1.2,3.2,.368,0.8,2.2,.385,0.3,1.0,.333,.500,0.2,0.2,1.000,0.5,2.0,2.5,0.2,0.5,0.5,0.0,1.2,3.3
Bobby Portis,PF,28,MIL,13,0,23.2,5.0,10.1,.496,0.8,2.6,.324,4.2,7.5,.557,.538,1.9,2.5,.758,1.0,5.4,6.4,1.5,0.9,0.5,1.2,2.2,12.8
Kristaps Porziņģis,C,28,BOS,11,11,30.6,6.5,11.6,.555,1.8,4.7,.385,4.6,6.9,.671,.633,4.5,5.3,.845,1.4,5.4,6.7,2.2,0.5,1.5,1.3,3.4,19.2
Dwight Powell,C,32,DAL,12,1,16.8,1.8,2.4,.724,0.1,0.1,1.000,1.7,2.3,.714,.741,2.2,2.8,.765,1.8,2.3,4.0,1.4,0.3,0.7,0.3,1.9,5.8
Norman Powell,SG,30,LAC,11,0,24.9,4.4,8.7,.500,2.0,4.5,.449,2.4,4.3,.553,.615,1.8,2.5,.714,0.2,1.8,2.0,1.5,0.5,0.5,1.1,2.6,12.5
Taurean Prince,PF,29,LAL,11,11,30.3,3.5,7.8,.442,1.4,4.5,.306,2.1,3.4,.622,.529,0.9,1.1,.833,0.2,1.6,1.8,1.1,0.7,0.5,0.4,2.9,9.2
Payton Pritchard,PG,26,BOS,12,0,20.5,1.8,5.3,.328,0.8,3.3,.231,1.0,2.1,.480,.398,0.5,0.6,.857,1.3,1.9,3.3,3.5,0.3,0.0,0.6,1.5,4.8
Olivier-Maxence Prosper,PF,21,DAL,5,0,5.8,0.8,2.0,.400,0.2,1.0,.200,0.6,1.0,.600,.450,0.8,1.6,.500,0.4,0.8,1.2,0.2,0.0,0.0,0.0,0.6,2.6
Immanuel Quickley,SG,24,NYK,13,0,25.3,5.4,11.7,.461,1.9,5.2,.368,3.5,6.5,.536,.543,2.8,3.2,.878,0.3,3.3,3.6,3.6,0.5,0.0,1.3,1.9,15.5
Lester Quinones,SG,23,GSW,2,0,4.5,1.0,3.0,.333,0.5,2.0,.250,0.5,1.0,.500,.417,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,2.5
Julius Randle,PF,29,NYK,13,13,34.8,6.7,17.7,.378,1.8,6.2,.284,4.9,11.5,.430,.428,4.2,6.3,.671,2.0,7.7,9.7,5.6,0.9,0.2,3.2,2.8,19.4
Duop Reath,C,27,POR,4,0,13.5,2.5,7.3,.345,1.3,5.0,.250,1.3,2.3,.556,.431,0.5,0.5,1.000,1.0,1.0,2.0,1.5,0.0,0.3,0.8,1.8,6.8
Austin Reaves,SG,25,LAL,13,8,30.8,4.5,10.4,.437,1.4,4.1,.340,3.2,6.3,.500,.504,2.6,3.2,.810,1.2,3.8,5.0,4.8,1.1,0.1,2.6,1.3,13.1
Cam Reddish,SF,24,LAL,13,7,24.2,2.7,6.2,.432,1.1,3.0,.359,1.6,3.2,.500,.519,1.5,1.9,.800,0.5,2.2,2.7,1.0,1.7,0.3,0.6,1.5,8.0
Paul Reed,C,24,PHI,12,0,12.9,2.1,3.5,.595,0.1,0.3,.250,2.0,3.2,.632,.607,0.2,0.3,.500,1.7,2.8,4.4,1.0,0.3,0.4,0.8,2.0,4.4
Naz Reid,C,24,MIN,12,0,21.3,4.5,8.7,.519,1.8,4.3,.431,2.7,4.4,.604,.625,1.8,1.8,.955,0.9,3.0,3.9,0.7,0.6,0.4,0.9,1.1,12.6
Jared Rhoden,SG,24,DET,5,0,6.0,1.0,1.8,.556,0.2,0.8,.250,0.8,1.0,.800,.611,0.4,0.4,1.000,0.2,0.6,0.8,0.6,0.0,0.0,0.4,0.8,2.6
Nick Richards,C,26,CHO,11,0,17.5,3.0,3.8,.786,0.0,0.0,,3.0,3.8,.786,.786,2.5,3.1,.794,1.5,4.4,5.9,0.4,0.4,1.2,1.2,2.9,8.5
Josh Richardson,SG,30,MIA,10,1,25.0,2.8,7.0,.400,1.0,3.9,.256,1.8,3.1,.581,.471,0.8,0.9,.889,0.1,2.3,2.4,2.7,0.6,0.2,0.9,1.8,7.4
Duncan Robinson,SF,29,MIA,13,5,29.8,5.2,11.0,.469,3.0,7.3,.411,2.2,3.7,.583,.605,1.2,1.4,.889,0.3,2.5,2.8,2.8,0.4,0.2,1.0,2.2,14.5
Jerome Robinson,SG,26,GSW,1,0,5.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitchell Robinson,C,25,NYK,13,13,29.8,2.8,4.9,.563,0.0,0.0,,2.8,4.9,.563,.563,0.8,2.0,.385,6.0,5.6,11.6,0.5,1.3,1.2,0.6,1.8,6.3
Orlando Robinson,C,23,MIA,2,0,15.0,2.0,4.5,.444,0.5,0.5,1.000,1.5,4.0,.375,.500,1.0,1.0,1.000,1.0,3.0,4.0,3.5,0.5,0.5,1.5,2.0,5.5
Jeremiah Robinson-Earl,PF,23,NOP,6,1,14.3,2.0,3.5,.571,1.0,1.7,.600,1.0,1.8,.545,.714,0.7,0.7,1.000,0.8,2.0,2.8,0.7,0.3,0.0,1.0,1.3,5.7
David Roddy,PF,22,MEM,12,1,22.9,3.4,7.8,.436,0.7,2.9,.229,2.8,4.9,.559,.479,0.6,0.9,.636,1.2,2.6,3.8,1.1,0.7,0.5,0.8,1.9,8.1
Ryan Rollins,PG,21,WAS,7,0,6.9,1.3,2.6,.500,0.1,0.3,.500,1.1,2.3,.500,.528,1.9,2.3,.813,0.3,1.1,1.4,1.4,1.1,0.3,1.0,0.9,4.6
Derrick Rose,PG,35,MEM,5,0,17.0,3.0,8.2,.366,1.2,2.2,.545,1.8,6.0,.300,.439,1.0,1.4,.714,0.8,1.0,1.8,2.4,0.4,0.2,1.2,0.8,8.2
Terry Rozier,SG,29,CHO,5,5,35.8,8.4,18.0,.467,1.6,6.2,.258,6.8,11.8,.576,.511,3.6,4.4,.818,0.8,3.2,4.0,5.0,0.6,0.4,2.2,0.8,22.0
Rayan Rupert,SG,19,POR,4,0,3.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.3,0.5,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3
D'Angelo Russell,PG,27,LAL,13,13,32.6,6.9,14.4,.481,2.3,5.9,.390,4.6,8.5,.545,.561,2.2,2.8,.806,0.5,2.8,3.4,6.5,0.4,0.6,1.9,2.3,18.4
Matt Ryan,SF,26,NOP,13,1,22.9,2.9,6.4,.458,2.5,5.2,.471,0.5,1.2,.400,.651,1.0,1.1,.929,0.4,1.9,2.3,1.1,0.4,0.1,1.2,1.8,9.3
Domantas Sabonis,C,27,SAC,11,11,35.2,7.6,12.5,.609,0.5,1.3,.429,7.1,11.3,.629,.630,4.0,6.3,.638,3.6,9.3,12.9,7.3,1.0,1.0,3.6,3.5,19.8
Luka Šamanić,PF,24,UTA,5,0,3.4,1.0,2.0,.500,0.4,1.0,.400,0.6,1.0,.600,.600,0.2,0.2,1.000,0.0,0.8,0.8,0.2,0.2,0.0,0.0,0.2,2.6
Jermaine Samuels,SF,25,HOU,3,0,6.7,0.7,1.0,.667,0.0,0.3,.000,0.7,0.7,1.000,.667,0.7,0.7,1.000,0.3,0.7,1.0,0.0,0.0,0.3,0.0,1.0,2.0
Gui Santos,PF,21,GSW,1,0,4.0,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.0,0.0,,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0
Dario Šarić,C,29,GSW,14,3,21.1,3.3,8.0,.411,1.4,4.1,.328,1.9,3.9,.500,.496,1.2,1.4,.895,1.8,4.6,6.4,2.0,0.5,0.4,0.9,2.2,9.1
Olivier Sarr,C,24,OKC,4,0,11.0,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,1.0,1.5,.667,0.8,3.8,4.5,0.3,0.0,1.3,0.5,1.5,1.5
Marcus Sasser,PG,23,DET,13,0,19.5,3.5,7.5,.469,1.5,3.8,.388,2.1,3.8,.551,.566,0.5,0.5,1.000,0.2,2.3,2.5,2.7,0.8,0.1,0.7,1.7,9.1
Admiral Schofield,PF,26,ORL,1,0,3.0,2.0,4.0,.500,1.0,3.0,.333,1.0,1.0,1.000,.625,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Dennis Schröder,PG,30,TOR,12,12,31.8,5.4,12.8,.425,1.9,5.2,.371,3.5,7.6,.462,.500,2.8,3.3,.846,0.7,2.4,3.1,7.3,1.0,0.2,1.9,1.8,15.5
Dereon Seabron,SG,23,NOP,5,0,10.4,0.8,2.6,.308,0.2,0.4,.500,0.6,2.2,.273,.346,1.0,1.2,.833,0.2,1.2,1.4,0.8,0.4,0.2,0.0,0.8,2.8
Alperen Şengün,C,21,HOU,10,10,31.7,8.3,14.3,.580,0.6,2.1,.286,7.7,12.2,.631,.601,2.6,4.1,.634,2.5,5.7,8.2,5.8,1.0,0.4,2.5,2.9,19.8
Brice Sensabaugh,SF,20,UTA,1,0,2.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
